Panduan penulisan karya tulis ilmiah;Selvia Dewi Anomsari;Pustaka Badan Litbang;;;application/pdf;;;4808.84;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/panduan-penulisan-karya-tulis-ilmiah
Taman teknologi pertanian (TTP), Petunjuk teknis budidaya mangga;Selvia Dewi Anomsari;Pustaka Badan Litbang;;;application/pdf;;;469.64;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/taman-teknologi-pertanian-ttp-petunjuk-teknis-budidaya-mangga
Teknologi Budidaya kelinci alternatif Protein Hewani;Farida Arief;Pustaka Badan Litbang;;;application/pdf;;;3687.76;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/teknologi-budidaya-kelinci-alternatif-protein-hewani
Budidaya Jeruk di lahan Pasang surut;Muhaman Arifin;Pustaka Badan Litbang;;;application/pdf;;02/Panduan/BPTP/2015;3543.37;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/budidaya-jeruk-di-lahan-pasang-surut
Hijau Rumahku, Hijau Kawasanku;Taemi Fahmi;Pustaka Badan Litbang;;;;;0;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/hijau-rumahku-hijau-kawasanku
Kulit Buah Kopi Pengelolahan dan Pemanfaatannya sebagai pakan kambing;Syam Ahma;Pustaka Badan Litbang;;;;;0;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/kulit-buah-kopi-pengelolahan-dan-pemanfaatannya-sebagai-pakan-kambing
Loka Penelitian Kambing Potong: Profil dan Kinerja;Endang Susilawati;Pustaka Badan Litbang;;;application/pdf;;;420.65;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0loka-penelitian-kambing-potong-profil-dan-kinerja
Pembentukan Kambing Pedaging Unggul Melalui Persilangan Kambing BOER dengan KACANG;Endang Susilawati;Pustaka Badan Litbang;;;application/pdf;;;420.65;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/pembentukan-kambing-pedaging-unggul-melalui-persilangan-kambing-boer-dengan-kacang
Teknik Produksi Benih Sumber Padi;Desi Hernita;Pustaka Badan Litbang;;;application/pdf;;;4332.7;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/teknik-produksi-benih-sumber-padi
Bank pakan pada kandang kelompok sapi potong;Desi Hernita;Pustaka Badan Litbang;;;application/pdf;;;600.74;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/bank-pakan-pada-kandang-kelompok-sapi-potong
Pengolahan pangan lokal;Vyta W. Hanifah;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/pengolahan-pangan-lokal
Teknologi budidaya jagung hibrida;Lolit Kambing;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/teknologi-budidaya-jagung-hibrida
Penyakit busuk pada buah kakao;Lolit Kambing;Pustaka Badan Litbang;;;application/pdf;;;2641.27;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/penyakit-busuk-pada-buah-kakao
Teknik perbenihan bawang merah;Suparman;Pustaka Badan Litbang;;;application/pdf;;;164.24;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/teknik-perbenihan-bawang-merah
Petunjuk Teknis Budidaya Ternak Domba;Loka Penelitian Sapi Potong;Pustaka Badan Litbang;;;application/pdf;;;6273.71;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/petunjuk-teknis-budidaya-ternak-domba
Panduan teknis pengelolaan terpadu kebun jeruk sehat (PTKJS);Endjang Sujitno;Pustaka Badan Litbang;;;application/pdf;;;1211.42;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/panduan-teknis-pengelolaan-terpadu-kebun-jeruk-sehat-ptkjs
Taman teknologi pertanian (TTP), Petunjuk teknis budidaya mangga;Endjang Sujitno;Pustaka Badan Litbang;;;application/pdf;;;1211.42;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/taman-teknologi-pertanian-ttp-petunjuk-teknis-budidaya-mangga
Teknologi penggemukan domba (ed. 1);Sumarno Tedy;Pustaka Badan Litbang;;;application/pdf;;;1211.42;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/teknologi-penggemukan-domba-ed.-1
Pengelolaan tanaman dan sumberdaya terpadu (PTT) Jagung;Endjang Sujitno;Pustaka Badan Litbang;;;;;0;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/pengelolaan-tanaman-dan-sumberdaya-terpadu-ptt-jagung
Pengelolaan tanaman dan sumberdaya terpadu (PTT) padi sawah;Sumarno Tedy;Pustaka Badan Litbang;;;application/pdf;;;2671.43;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/pengelolaan-tanaman-dan-sumberdaya-terpadu-ptt-padi-sawah
Pengendalian wereng coklat, kerdil rumput, dan kerdil hampa;yati Haryati;Pustaka Badan Litbang;;;application/pdf;;;302.43;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/pengendalian-wereng-coklat-kerdil-rumput-dan-kerdil-hampa
Teknologi Penanganan Pasca Panen dan Pengolahan hasil Kopi Liberika Tungkal Komposit;yati Haryati;Pustaka Badan Litbang;;;application/pdf;;;1130.96;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/teknologi-penanganan-pasca-panen-dan-pengolahan-hasil-kopi-liberika-tungkal-komposit
Success Story Pengembangan Lahan Sub Optimal Tanjung Jabung Timut Propinsi Jambi;Agus Nurawan;Pustaka Badan Litbang;;;application/pdf;;;2174.5;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/success-story-pengembangan-lahan-sub-optimal-tanjung-jabung-timut-propinsi-jambi
Teknologi Pengomposan Limbah Kulit Kopi Liberika Tungkal Komposit;Nur Asni;Pustaka Badan Litbang;;;application/pdf;;978-602-1276-10-5;3108.37;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/teknologi-pengomposan-limbah-kulit-kopi-liberika-tungkal-komposit
Buku Panduan : Penggunaan Mesin Mini Combine Harvester;Araz Meilin;Pustaka Badan Litbang;;;;;978-602-1276-10-5;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/buku-panduan-penggunaan-mesin-mini-combine-harvester
Inovasi teknologi sistem produksi sapi potong indukan;Tim Penyusun;Pustaka Badan Litbang;;;application/pdf;;;731.27;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/inovasi-teknologi-sistem-produksi-sapi-potong-indukan
Deskrivsi varietas unggul baru padi;Muhamad Ali Yusron;Pustaka Badan Litbang;;;application/pdf;;-;2975.98;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/ideskrivsi-varietas-unggul-baru-padi
Teknologi Perbenihan Bawang Merah melalui Biji (True Seed Shallot/TSS) melalui Produksi Umbi Mini;Lizza Nahdhia;Pustaka Badan Litbang;;;application/pdf;;-;2975.98;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/teknologi-perbenihan-bawang-merah-melalui-biji-true-seed-shallottss-melalui-produksi-umbi-mini
Budidaya cabe di perkotaan: Sebuah panduan teknis;Lizza Nahdhia;Pustaka Badan Litbang;;;application/pdf;;-;7318.28;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/budidaya-cabe-di-perkotaan-sebuah-panduan-teknis
Mengenal Musuh Alami Wereng Batang Coklat;Susi Sutardi;Pustaka Badan Litbang;;;application/pdf;;978-979-3628-29-5;570.88;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/mengenal-musuh-alami-wereng-batang-coklat
Teknologi Pengolahan Gula Merah dan Gula Semut;Emi Sugiartini;Pustaka Badan Litbang;;;application/pdf;;978-979-3628-29-5;570.88;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/teknologi-pengolahan-gula-merah-dan-gula-semut
Mengenal Hama dan Penyakit Utama pada Tanaman Tebu;Emi Sugiartini;Pustaka Badan Litbang;;;application/pdf;;978-979-3628-29-5;570.88;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/info_teknologi/0/mengenal-hama-dan-penyakit-utama-pada-tanaman-tebu
Teknologi Budidaya Cabai Rawit Merah Ramah Lingkungan;Kartika Mayasari;Pustaka Badan Litbang;;;application/pdf;;978-979-3628-29-5;570.88;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/teknologi-budidaya-cabai-rawit-merah-ramah-lingkungan
Tepung Ganyong;Pustaka Badan Litbang;Pustaka Badan Litbang;;;application/pdf;;;465.65;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/tepung-ganyong
Pemupukan Pada Bawang Merah;Indrie Ambarsari;Pustaka Badan Litbang;;;application/pdf;;;493.63;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/pemupukan-pada-bawang-merah
Petunjuk Teknis Cara Membuat Yoghurt;Dwi Nugraheni;Pustaka Badan Litbang;;;application/pdf;;;493.63;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/petunjuk-teknis-cara-membuat-yoghurt
Mengenal Suweg dan Sejenisnya ;Samijan;Pustaka Badan Litbang;;;application/pdf;;;464.77;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/mengenal-suweg-dan-sejenisnya-
Pembuatan Dodol Tomat;Arif Susila;Pustaka Badan Litbang;;;application/pdf;;;778.1;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/pembuatan-dodol-tomat
Aneka Olahan Ubi Jalar;Rr. Sri Catur Budisetyaningrum;Pustaka Badan Litbang;;;application/pdf;;;3593.63;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/aneka-olahan-ubi-jalar
Budidaya dan Pengenalan Varietas Unggul Krisan;Selvia Dewi Anomsari;Pustaka Badan Litbang;;;application/pdf;;;721.65;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/budidaya-dan-pengenalan-varietas-unggul-krisan
Pemanfaatan Limbah Air Kelapa untuk Pembuatan Minuman Nata De Coco;Jajuk Aneka Beti;Pustaka Badan Litbang;;;application/pdf;;;739.76;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/pemanfaatan-limbah-air-kelapa-untuk-pembuatan-minuman-nata-de-coco
Teh Herbal Krisan Celup;Jajuk Aneka Beti;Pustaka Badan Litbang;;;application/pdf;;;516.54;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/teh-herbal-krisan-celup
Pembuatan Pakan Konsentrat Sapi Perah;Jajuk Aneka Beti;Pustaka Badan Litbang;;;application/pdf;;;540.95;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/pembuatan-pakan-konsentrat-sapi-perah
Budidaya Bawang Merah Di Lahan Pekarangan;Retno Pangestuti;Pustaka Badan Litbang;;;application/pdf;;;540.95;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/budidaya-bawang-merah-di-lahan-pekarangan
Panen dan Pasca Panen Cabai Rawit;Aryana Citra Kusumasari;Pustaka Badan Litbang;;;application/pdf;;;705.37;;http://digilib.litbang.pertanian.go.id/repository/index.php/repositor/publikasi/info_teknologi/0/panen-dan-pasca-panen-cabai-rawit
Budidaya Bawang Merah Di Wadah;Agus Hermawan;Pustaka Badan Litbang;;;application/pdf;;;705.37;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/budidaya-bawang-merah-di-wadah
Feromon Exi;Aryana Citra Kusumasari;Pustaka Badan Litbang;;;application/pdf;;;4772.92;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/feromon-exi
Teknologi Budidaya Bawang Putih Ramah Lingkungan;Agus Hermawan;Pustaka Badan Litbang;;;application/pdf;;;806.9;;http://digilib.litbang.pertanian.go.id/repository/index.php/repositor/publikasi/info_teknologi/0/teknologi-budidaya-bawang-putih-ramah-lingkungan
Abon Daging-Nangka;Retno Pangestuti;Pustaka Badan Litbang;;;application/pdf;;;828.97;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/abon-daging-nangka
Manajemen reproduksi sapi potong;Tri Cahyo Mardiyanto;Pustaka Badan Litbang;;;application/pdf;;;205.62;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/manajemen-reproduksi-sapi-potong
Teknologi produksi beberapa sayuran organik;Tri Cahyo Mardiyanto;Pustaka Badan Litbang;;;application/pdf;;;775.88;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/teknologi-produksi-beberapa-sayuran-organik
Profil LPTP Kepri;Pustaka Badan Litbang;Pustaka Badan Litbang;;;application/pdf;;;5412.77;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/profil-lptp-kepri
Penyakit demam tiga hari(Bovine ephemeral fever) pada sapi;Pustaka Badan Litbang;Pustaka Badan Litbang;;;application/pdf;;;4082.35;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/penyakit-demam-tiga-haribovine-ephemeral-fever-pada-sapi
Penangkar benih padi;LPTP Kepri;Pustaka Badan Litbang;;;application/pdf;;;2118.77;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/penangkar-benih-padi
Pemanfaatan pestisida nabati untuk mengendalikan organik pengganggu tanaman;LPTP Kepri;Pustaka Badan Litbang;;;application/pdf;;;3678.63;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/pemanfaatan-pestisida-nabati-untuk-mengendalikan-organik-pengganggu-tanaman
Budidaya bawang merah Lptp Kepri;LPTP Kepri;Pustaka Badan Litbang;;;application/pdf;;;1433.4;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/budidaya-bawang-merah-lptp-kepri
Trichoderma;LPTP Kepri;Pustaka Badan Litbang;;;application/pdf;;;3293.18;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/trichoderma
Pengolahan Dendeng Vegie;LPTP Kepri;Pustaka Badan Litbang;;;application/pdf;;;2141.4;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/pengolahan-dendeng-vegie
Petunjuk Teknis Pembuatan Kompos Berbahan Kotoran Sapi;LPTP Kepri;Pustaka Badan Litbang;;;application/pdf;;;6461.34;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/petunjuk-teknis-pembuatan-kompos-berbahan-kotoran-sapi
Petunjuk Teknis  Penentuan Sumber Air  Dan Jenis Irigasi Suplementer;LPTP Kepri;Pustaka Badan Litbang;;;application/pdf;;;1324.61;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/petunjuk-teknis-penentuan-sumber-air-dan-jenis-irigasi-suplementer
Felisavet;Retno Endrasari;Pustaka Badan Litbang;;;application/pdf;;;528.07;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/felisavet
Antigen ND dan Antigen AI;Tri Cahyo Mardiyanto;Pustaka Badan Litbang;;;application/pdf;;;528.07;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/antigen-nd-dan-antigen-ai
Unit Pelayanan Diagnostik Veteriner;Pustaka Badan Litbang;Pustaka Badan Litbang;;;application/pdf;;978-979-8308-75-8;987.71;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/unit-pelayanan-diagnostik-veteriner
Kit Elisa Aflatoxin;Pustaka Badan Litbang;Pustaka Badan Litbang;;;application/pdf;;978-979-8308-75-8;314.03;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/kit-elisa-aflatoxin
Antigen Pullorum Polivalen;Budi Kartiwa;Pustaka Badan Litbang;;;application/pdf;;ISBN 978-602-6759-07-8;727;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/antigen-pullorum-polivalen
RhinoVet;Budi Kartiwa;Pustaka Badan Litbang;;;application/pdf;;ISBN 978-602-6759-07-8;1338.94;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/rhinovet
Budidaya Bunga Potong Alpinia Purpurata;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/budidaya-bunga-potong-alpinia-purpurata
Budidaya Anggrek;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/budidaya-anggrek
Budidaya Anyelir;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/budidaya-anyelir
Budidaya Gladiol;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/budidaya-gladiol
Budidaya Mawar Potong di dalam Rumah Plastik;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/budidaya-mawar-potong-di-dalam-rumah-plastik
Meraup untung dari bertanam jamur merang;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/meraup-untung-dari-bertanam-jamur-merang
Booklet Teknologi Pengendalian getah kuning pada Buah manggis ;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/booklet-teknologi-pengendalian-getah-kuning-pada-buah-manggis-
Booklet Puslitbang Hortikultura;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/booklet-puslitbang-hortikultura
Leaflet Hipokalsemia pada Sapi;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-hipokalsemia-pada-sapi
Leaflet Perbenihan Tanaman Pangan;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-perbenihan-tanaman-pangan
Leaflet Menanam Cabe Merah;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-menanam-cabe-merah
Leaflet Pengelolaan Hara Spesifik Lokasi  Padi;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-pengelolaan-hara-spesifik-lokasi-padi
Leaflet Cara Tanam Padi Jajar Legowo;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;ISBN 978-979-3871-95-0;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-cara-tanam-padi-jajar-legowo
Leaflet Teknik Pengambilan Contoh Tanah;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-teknik-pengambilan-contoh-tanah
Leaflet Pencegahan dan Pengobatan Penyakit Cacing Pada Ternak Kambing;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-pencegahan-dan-pengobatan-penyakit-cacing-pada-ternak-kambing
Leaflet Pembibitan Kelapa Sawit Unggul;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-pembibitan-kelapa-sawit-unggul
Leaflet Aneka Olahan Tepng Kasava;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-aneka-olahan-tepng-kasava
Leaflet Teknologi Pengolahan Tepung Kasava;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-teknologi-pengolahan-tepung-kasava
Leaflet Hama dan Penyakit Tanaman Sawi Serta Teknik Pengendaliannya;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-hama-dan-penyakit-tanaman-sawi-serta-teknik-pengendaliannya
Leaflet Pestisida Nabati;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-pestisida-nabati
Leaflet Pemeliharaan kebun karet;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-pemeliharaan-kebun-karet
Leaflet Pembibitan Karet Unggul;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-pembibitan-karet-unggul
Leaflet Menanam Padi Sawah di Lahan Pasang Surut;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-menanam-padi-sawah-di-lahan-pasang-surut
Leaflet Kambing Boerka ;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-kambing-boerka-
Leaflet Pengelolaan Sawah Rawa Lebak Dangkal;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-pengelolaan-sawah-rawa-lebak-dangkal
Leaflet Aneka Olahan Rosella;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-aneka-olahan-rosella
Leaflet Pengendalian Penyakit Blas Pada Tanaman Padi Sawah;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-pengendalian-penyakit-blas-pada-tanaman-padi-sawah
Leaflet Varietas Unggul Kedelai;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-varietas-unggul-kedelai
Leaflet Varietas Unggul Mangga;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-varietas-unggul-mangga
Leaflet Varietas Unggul Padi Hibrida;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-varietas-unggul-padi-hibrida
Leaflet Sistem Pembibitan Sapi Potong;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-sistem-pembibitan-sapi-potong
Leaflet Teknologi Budidaya Jagung Manis;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-teknologi-budidaya-jagung-manis
Leaflet Budidaya Ayam Buras;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-budidaya-ayam-buras
Leaflet Lembaga Keungan Mikro Agribisnis;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-lembaga-keungan-mikro-agribisnis
Leaflet Pengendalian Penyakit Layu Pada Tanaman Pisang;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-pengendalian-penyakit-layu-pada-tanaman-pisang
Leaflet Budidaya Tanaman Sawi;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/leaflet-budidaya-tanaman-sawi
Liptan Aren dan Manfaatnya;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/liptan-aren-dan-manfaatnya
Liptan Bercocok Tanam Padi di Lahan Gambut;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/liptan-bercocok-tanam-padi-di-lahan-gambut
Liptan Rotan Manau Sebagai Tanaman Sela Karet;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/liptan-rotan-manau-sebagai-tanaman-sela-karet
Liptan Usaha Tani Padi Sawah pada Lahan Sawah Bukaan Baru;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/liptan-usaha-tani-padi-sawah-pada-lahan-sawah-bukaan-baru
Liptan Penggemukan Sapi Potong Mendukung SPAKU;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/liptan-penggemukan-sapi-potong-mendukung-spaku
Liptan Perbanyakan Tanaman Salak;Pustaka Badan Litbang;Pustaka Badan Litbang;;;;;;;;http://digilib.litbang.pertanian.go.id/repository/index.php/repository/publikasi/Info_Teknologi/0/liptan-perbanyakan-tanaman-salak
